userid,uniqueID,gender,age,consumption,shopping,occupation
1829,\7112933,0,20,3,2,2
1830,@8051814,1,18,1,1,2
1831,N9446770,0,15,2,1,2
1832,C742672,1,20,1,1,2
1833,Z687149,1,21,3,3,1
1834,_8575819,1,18,3,3,2
1835,A8557022,0,17,2,2,1
1836,>8350102,0,16,2,1,1
1837,C7745011,0,21,1,2,2
1838,S6834634,1,18,3,3,2
1839,@6743174,0,23,3,1,2
1840,\6317971,1,20,3,2,1
1841,<8134682,1,19,3,1,1
1842,G7632184,0,16,2,3,1
1843,C6711082,0,21,2,1,1
1844,B8197713,1,19,2,1,1
1845,Y8183558,0,19,1,2,2
1846,B696846,0,25,2,1,1
1847,[64625,1,22,2,3,2
1848,_6520105,1,25,2,3,2
1849,J8116249,1,18,3,1,1
1850,R8844037,0,22,3,3,2
1851,C9135344,0,17,1,3,1
1852,S9415284,1,23,3,1,1
1853,^6777667,1,16,1,2,1
1854,K7123066,0,15,1,3,2
1855,>6773076,1,15,2,3,1
1856,N9414706,0,17,2,2,1
1857,D6026961,1,18,1,2,1
1858,?8645056,1,25,2,2,2
1859,B6138380,1,19,2,1,2
1860,G8794457,0,23,2,1,2
1861,M6220728,1,19,3,1,1
1862,B9199268,1,21,2,3,2
1863,B8864919,1,24,1,1,1
1864,=8532922,1,21,3,1,1
1865,D8311457,0,21,3,1,1
1866,W7476896,0,16,2,1,2
1867,A7096149,0,24,2,3,2
1868,W6616974,0,24,1,3,1
1869,_8424145,0,24,3,3,1
1870,K6143864,0,17,3,1,1
1871,J8781692,1,17,2,1,2
1872,[8497494,0,25,2,2,2
1873,X9042248,1,24,2,3,1
1874,I6232966,0,23,2,1,2
1875,E7971705,1,22,1,1,1
1876,D7050061,0,19,1,1,2
1877,\6118757,0,25,2,1,2
1878,J649292,1,21,3,2,1
1879,W8445878,0,25,3,3,2
1880,Q6053844,1,25,2,2,2
1881,]9436972,1,24,2,3,1
1882,K755458,0,24,2,1,1
1883,C9119733,1,22,2,2,2
1884,Z7857110,0,23,3,3,2
1885,\8576313,1,23,3,2,1
1886,@7712337,1,24,1,1,1
1887,W6950413,0,18,2,2,2
1888,J6943126,0,25,2,3,2
1889,<7389282,1,25,2,3,1
1890,G8745770,0,21,1,2,1
1891,I7114414,1,23,3,1,1
1892,I7960157,1,17,2,1,1
1893,K7270663,1,21,3,2,1
1894,A8693012,1,24,1,1,1
1895,D9351030,1,20,2,3,2
1896,F6521578,0,20,1,1,1
1897,I8595537,0,19,1,2,1
1898,X7771603,1,25,2,2,2
1899,E8962038,0,16,3,3,2
1900,U9021729,0,16,3,3,1
1901,Q7220660,0,16,2,3,1
1902,>859567,0,16,1,1,2
1903,O7620903,1,24,3,3,2
1904,O6452173,1,17,3,2,1
1905,J8681746,1,22,2,3,1
1906,G9479540,1,22,3,3,1
1907,Q8285504,1,21,3,1,2
1908,?6235106,0,24,2,3,2
1909,P7184183,1,17,3,3,2
1910,E9589512,1,17,2,3,1
1911,Z8217777,1,20,2,3,1
1912,P7222664,1,16,2,3,1
1913,]6762804,0,23,2,3,1
1914,G9347709,1,19,1,3,2
1915,B6992698,1,23,2,1,1
1916,_7739100,1,24,1,1,2
1917,U7096733,1,23,1,3,2
1918,J6286270,1,20,1,2,2
1919,[6338292,1,23,3,2,2
1920,<8666461,1,17,2,3,2
1921,P6589213,0,24,3,1,1
1922,Y6337009,0,20,2,2,2
1923,H7466329,1,17,3,2,2
1924,D8896575,1,16,2,1,2
1925,A7271547,1,19,3,3,1
1926,Q628988,0,25,2,3,1
1927,G7358728,1,18,2,3,1
1928,G9290694,0,17,3,2,1
1929,]9062568,1,15,1,2,2
1930,H9425356,1,16,1,2,2
1931,A8036851,1,18,3,2,2
1932,P833145,1,19,3,2,2
1933,S766257,1,18,2,3,2
1934,I9024891,1,18,2,2,2
1935,V8286954,1,20,3,3,1
1936,M8837547,0,25,1,1,1
1937,E7224977,1,15,2,1,1
1938,@8533356,0,15,1,1,1
1939,P7725925,1,19,1,3,2
1940,B8414521,1,23,2,3,1
1941,V7263357,1,17,1,2,2
1942,A9355034,0,21,2,2,2
1943,T6875334,1,17,3,1,1
1944,_7132462,1,15,3,3,1
1945,D9454112,1,15,3,1,2
1946,X7725924,1,22,2,2,1
1947,D7172280,0,22,2,1,1
1948,H6610404,1,15,1,3,1
1949,_6918984,0,17,2,1,2
1950,=829002,1,16,3,2,1
1951,Y8868826,1,22,3,3,1
1952,?6897255,0,21,3,3,1
1953,?8419532,0,19,3,3,2
1954,B6998315,0,21,1,2,2
1955,T7277380,0,21,1,3,1
1956,L7232239,0,23,3,2,2
1957,E9296214,1,23,2,3,1
1958,J8530659,0,23,1,2,2
1959,N8388393,1,21,2,2,1
1960,_7630287,1,17,1,2,2
1961,=9480225,1,25,1,1,1
1962,<6981415,0,20,2,3,2
1963,Y8132421,1,19,1,2,2
1964,C9562182,0,23,3,1,2
1965,Q7129418,1,24,1,1,1
1966,<7952143,1,20,3,1,1
1967,R7274001,1,16,3,2,2
1968,M9580797,0,24,1,2,2
1969,Q7431139,0,20,1,2,1
1970,J7423831,0,17,1,2,1
1971,J8814395,1,16,2,1,1
1972,S6232532,0,20,3,2,1
1973,?6524356,1,15,1,3,2
1974,D9276166,0,15,1,1,1
1975,H8836662,0,24,1,3,1
1976,H8172462,0,17,1,3,1
1977,W7927031,0,24,2,3,2
1978,J8736258,1,17,2,3,2
1979,O6663202,0,20,3,2,2
1980,A7680844,0,25,3,1,1
1981,B8610974,1,17,3,2,1
1982,J7034255,0,20,3,3,1
1983,L7494469,1,20,2,1,2
1984,B9050864,0,24,3,3,1
1985,T7742130,0,20,2,2,1
1986,P736626,1,20,1,3,2
1987,Q7776805,0,18,2,1,1
1988,[8591929,1,22,1,3,1
1989,K804451,0,18,2,3,1
1990,=6191553,1,17,3,1,1
1991,I9492524,0,22,2,3,1
1992,V8659980,0,25,1,2,1
1993,E6744493,1,20,2,3,1
1994,R6919149,1,19,2,1,1
1995,_6086148,1,25,2,2,1
1996,U8890386,0,18,2,2,1
1997,M9119411,1,22,3,2,2
1998,<6695960,1,17,1,3,1
1999,G6330138,0,18,2,1,1
2000,]8274403,1,20,1,2,2
2001,K8591717,1,15,3,1,1
2002,U8037726,0,22,1,1,2
2003,T7397788,0,23,1,1,1
2004,T6575334,0,24,2,2,1
2005,U775186,1,15,3,3,2
2006,N9591185,1,16,1,1,2
2007,E7146178,1,21,2,3,2
2008,]9340088,1,17,2,2,2
2009,?7979123,1,15,1,3,2
2010,Q8636475,1,15,1,1,2
2011,S8115811,1,19,3,2,2
2012,K7211855,0,18,2,2,2
2013,=8695201,0,24,2,2,2
2014,N8842038,0,16,2,3,2
2015,]9337087,1,24,1,3,2
2016,D801354,1,17,1,3,2
2017,T6695328,0,19,2,3,1
2018,]8186889,0,22,1,2,1
2019,C8579727,0,22,2,1,2
2020,L7619329,0,19,2,3,2
2021,Y6589920,0,18,3,2,1
2022,H9542186,1,17,2,1,2
2023,J816078,1,16,3,1,1
2024,K7417213,0,24,1,1,1
2025,]6667369,0,17,3,3,2
2026,Q8735963,0,16,2,3,1
2027,=8082176,1,17,1,1,1
2028,T8322656,1,24,1,3,2
2029,E8314870,1,17,3,1,1
2030,[931846,1,18,2,3,1
2031,R7069211,0,21,1,3,1
2032,^7294483,1,19,2,1,2
2033,N7299847,1,18,3,3,2
2034,G6932998,0,24,3,2,2
2035,_6650871,1,23,1,2,1
2036,A8655388,1,17,1,3,2
2037,_6123832,0,20,3,3,1
2038,>6135697,0,19,3,3,1
2039,A7967986,0,18,3,1,2
2040,P6690519,0,16,1,3,2
2041,G7340411,1,16,3,2,1
2042,O8190921,0,19,1,2,1
2043,Y699285,0,15,2,3,2
2044,V8731194,1,18,2,3,1
2045,M8640172,1,18,1,2,2
2046,[9098930,0,17,1,3,2
2047,G8561801,1,21,3,3,2
2048,[9262770,1,17,2,2,1
2049,P7125686,0,17,1,1,2
2050,=6089652,0,22,1,3,1
2051,L8851938,1,20,3,3,1
2052,Q8722864,0,20,1,2,2
2053,S7053735,1,22,1,1,1
2054,I6741760,1,16,1,3,1
2055,T821589,1,19,1,1,1
2056,[7068936,1,25,2,3,2
2057,M6790428,1,19,2,1,1
2058,Q9555705,0,16,2,3,2
2059,>7697041,1,19,1,2,2
2060,V6515104,0,17,2,2,2
2061,>8317745,1,18,1,2,1
2062,V9378889,0,16,1,1,2
2063,J717802,1,20,2,3,1
2064,I9544796,1,16,3,1,2
2065,R7844555,0,21,2,1,1
2066,_7877624,0,21,1,3,2
2067,R742924,1,25,3,2,1
2068,F9220481,0,23,3,3,1
2069,^8313380,0,22,2,2,2
2070,T7396970,0,21,1,2,1
2071,M673622,0,20,1,2,1
2072,V7312218,1,23,3,2,1
2073,D7448483,0,23,1,2,2
2074,D6241070,0,16,1,3,2
2075,V6360327,1,18,2,2,1
2076,H8674227,1,22,1,3,1
2077,O6475992,0,19,2,1,1
2078,?8744328,1,18,1,1,2
2079,W9576616,0,22,2,2,2
2080,M8895582,0,18,2,2,2
2081,T9044474,0,21,1,1,1
2082,?8091621,0,22,3,3,1
2083,]7199452,0,25,1,3,2
2084,N7148199,1,20,3,2,2
2085,@751027,0,25,1,2,2
2086,M7975739,0,18,3,2,1
2087,Y8269955,0,17,3,1,2
2088,K6649674,1,21,3,3,2
2089,F9322870,0,17,2,3,2
2090,B7461052,0,15,1,1,2
2091,?6971001,1,25,1,2,1
2092,B8448468,1,15,1,2,2
2093,[8272041,1,15,3,3,2
2094,Z7749156,0,25,1,1,2
2095,M8526184,1,21,3,1,2
2096,L9525029,0,20,3,1,1
2097,D6830171,0,21,1,1,1
2098,>6113902,0,19,2,1,2
2099,_8390330,1,18,1,2,2
2100,_7088078,1,23,3,3,2
2101,S9481815,0,24,1,3,1
2102,N9594146,1,16,2,2,2
2103,W8234589,0,15,3,2,1
2104,Q6326031,0,17,2,2,2
2105,P6149680,0,19,3,3,1
2106,?86240,0,25,1,2,2
2107,M6056721,1,19,2,2,2
2108,T7549193,0,17,2,1,1
2109,S6236536,0,22,3,3,1
2110,D77782,0,22,3,1,1
2111,]8556210,0,16,2,1,1
2112,_9337508,0,21,1,3,1
2113,K7810328,0,19,1,1,2
2114,N7522604,0,20,1,1,1
2115,H7783641,1,20,1,3,1
2116,^7974725,1,16,2,1,1
2117,G6263881,1,22,1,2,2
2118,\8497790,0,24,2,3,2
2119,?6025809,0,19,2,1,2
2120,W9123365,1,19,1,2,1
2121,T664439,1,22,1,1,2
2122,=9451265,0,16,1,2,1
2123,Y753830,1,21,2,1,2
2124,A6956019,1,21,1,3,2
2125,M7967812,1,18,2,2,1
2126,D7920055,1,22,1,3,1
2127,L8255561,0,23,3,2,2
2128,?7224754,1,22,2,3,2
2129,A8421016,1,18,1,2,1
2130,\6446827,0,21,2,2,2
2131,W9034248,1,18,1,2,1
2132,Z615034,0,16,1,1,2
2133,[6397496,0,19,2,2,1
2134,B8782227,1,18,1,2,2
2135,R7490756,0,18,3,3,1
2136,Q6810866,1,18,1,2,1
2137,V7124551,1,20,2,1,2
2138,R9274090,0,23,3,2,1
2139,U8715575,1,21,3,1,2
2140,^6027538,1,24,1,1,1
2141,D8925089,0,16,1,3,1
2142,[7610196,0,21,3,3,1
2143,L8291014,1,24,3,2,2
2144,J6359507,0,20,3,1,1
2145,[8535573,1,22,1,2,1
2146,X7716623,1,19,3,3,2
2147,W7760536,1,21,1,2,2
2148,A8637410,0,21,2,3,2
2149,U6149243,0,17,3,3,2
2150,E6596814,0,20,2,2,2
2151,Z7037353,0,23,2,3,1
2152,>7870976,0,22,2,1,1
2153,@6293920,0,16,2,1,2
2154,B7124918,1,25,1,2,1
2155,D8375696,0,16,1,1,1
2156,\8776432,0,24,3,1,1
2157,Q7269651,0,25,2,1,1
2158,X7983079,1,19,1,2,2
2159,=7789376,1,21,1,1,2
2160,E8141962,0,22,1,1,1
2161,U7710671,1,24,2,1,2
2162,P8458744,0,16,2,2,2
2163,R8841955,1,17,3,2,1
2164,=8230990,1,22,1,3,2
2165,A9298807,0,15,3,1,1
2166,>6581934,0,21,2,3,2
2167,R7243041,0,22,2,2,1
2168,E8453048,1,22,1,2,1
2169,Q7738484,0,16,2,1,1
2170,E786190,0,24,1,2,2
2171,@6766833,1,19,2,2,2
2172,<6959628,1,18,3,1,2
2173,H906061,1,15,3,2,1
2174,]6894607,0,17,2,3,2
2175,_8261652,1,15,3,1,2
2176,?6047456,1,21,1,1,1
2177,B7718629,1,22,2,3,1
2178,[6488699,1,21,2,1,1
2179,U9245814,1,23,3,1,2
2180,>9173335,1,16,3,2,2
2181,S7610912,0,23,3,3,1
2182,N7689035,0,18,1,2,2
2183,C8882280,0,18,1,2,1
2184,H943192,1,24,3,2,2
2185,S7082510,1,24,3,3,2
2186,M7787512,0,23,1,3,1
2187,Z8593712,0,23,3,2,1
2188,A7332037,1,19,3,3,2
2189,A6270738,1,22,1,2,2
2190,I7037425,1,25,3,2,1
2191,M6120091,1,21,2,3,1
2192,V7126773,1,19,1,2,2
2193,<7616413,0,25,3,2,1
2194,N9147869,1,23,3,3,2
2195,@7634865,1,17,1,2,2
2196,\6748539,1,23,3,1,1
2197,[6429473,1,18,3,1,1
2198,X9234341,0,20,1,3,2
2199,Q9420958,1,23,3,2,2
2200,<8721640,0,21,2,2,1
2201,U6217618,0,18,2,2,2
2202,P7447365,1,24,2,3,1
2203,?8362156,1,21,2,2,1
2204,J8115437,1,24,2,1,2
2205,Z8321083,1,16,1,2,1
2206,I6042240,0,16,2,2,2
2207,>7037668,1,15,2,2,1
2208,]667889,0,17,2,2,2
2209,V90583,1,22,3,2,2
2210,S7336422,1,22,3,1,2
2211,W764548,0,16,3,3,1
2212,W7593894,1,22,1,1,1
2213,F7247293,0,19,3,3,1
2214,@8135180,0,25,2,1,1
2215,]7528060,0,19,2,1,2
2216,=8397084,0,15,1,3,1
2217,Y8831461,1,20,1,2,1
2218,R8484550,1,15,2,2,1
2219,_8162360,1,18,2,2,2
2220,_6731542,0,24,3,2,2
2221,B9171570,1,15,2,2,1
2222,H7137678,1,24,1,2,1
2223,F76455,1,24,3,3,1
2224,[7849920,0,22,1,2,1
2225,L7498627,1,20,1,2,2
2226,]8092296,1,25,1,3,1
2227,Y73421,1,24,3,2,1
2228,A6396972,0,15,1,1,2
2229,[9498267,0,21,1,2,1
2230,_6280188,0,23,3,3,2
2231,E8755851,0,25,1,2,1
2232,N7267852,0,23,3,1,1
2233,M6449225,0,24,2,3,1
2234,W8451812,0,25,3,3,2
2235,W787996,0,19,2,3,1
2236,<8049608,1,19,1,1,1
2237,N7930474,0,16,2,2,1
2238,H7917736,0,23,1,2,2
2239,S881921,0,25,3,2,1
2240,[6399124,0,25,3,1,1
2241,D6947243,1,16,2,2,1
2242,R6165783,0,23,3,1,1
2243,G9565746,0,24,2,2,2
2244,B7581276,1,24,2,1,2
2245,M6224241,0,19,1,3,2
2246,L8282324,1,22,1,2,1
2247,Q6136910,0,25,1,1,1
2248,^8359545,0,21,1,1,2
2249,M7735502,1,15,1,2,1
2250,<7658798,0,22,3,2,2
2251,F8579590,1,22,1,1,2
2252,Z6998332,0,15,2,1,1
2253,L8683771,0,21,1,2,1
2254,E7367685,0,19,2,1,1
2255,D8830529,0,21,2,1,2
2256,^8196604,0,21,1,2,2
2257,S725602,0,17,2,3,2
2258,[7639269,1,15,3,1,1
2259,Q6169268,1,21,1,2,1
2260,B7531893,1,15,1,3,2
2261,=9564777,1,25,2,1,2
2262,I7964964,0,21,2,2,2
2263,_6448792,0,25,2,3,1
2264,B8450516,0,22,2,3,2
2265,=807766,0,16,2,1,1
2266,I8196699,0,20,1,3,2
2267,_7124122,1,15,2,2,2
2268,J6892487,1,19,2,2,2
2269,U8879379,0,19,2,3,1
2270,P6898457,1,24,1,3,1
2271,S8899455,1,23,1,1,1
2272,Y8887956,1,24,2,3,2
2273,@7456266,0,25,3,2,2
2274,]7243389,1,23,1,2,2
2275,M8562550,0,24,2,1,2
2276,=9310323,1,22,3,1,2
2277,J8422168,0,16,1,3,2
2278,L8731511,1,25,1,3,2
2279,=8096631,0,22,2,1,2
2280,D9113708,0,21,2,3,2
2281,@7911233,1,22,3,3,2
2282,D9533219,1,15,1,2,2
2283,O7558097,0,23,3,3,1
2284,W8223645,0,15,1,2,1
2285,Y6358966,1,20,2,2,1
2286,Z6338792,1,25,3,2,2
2287,P8869203,1,22,3,3,2
2288,M7385130,1,24,3,2,2
2289,H9442088,1,22,3,2,1
2290,B9418632,1,15,3,3,2
2291,K9517994,1,16,1,2,2
2292,R689014,1,16,3,3,2
2293,G6448660,0,19,1,1,1
2294,?7467971,0,22,2,1,2
2295,T7063166,0,19,3,2,2
2296,X6985437,0,20,3,2,2
2297,\605124,1,19,1,3,1
2298,?7627832,1,18,3,1,1
2299,=8827442,0,23,1,1,1
2300,\9565440,0,16,3,1,2
2301,>6189293,0,25,3,2,1
2302,X8035565,0,25,1,1,1
2303,V6012249,0,15,3,1,2
2304,N7930130,0,19,2,3,1
2305,F7088757,0,24,3,3,1
2306,S8272355,1,15,1,3,1
2307,L8596422,0,19,3,1,1
2308,>7795060,0,20,1,3,1
2309,Z788930,1,24,1,1,2
2310,M7929156,0,22,1,1,1
2311,_9075924,1,23,3,3,2
2312,Y8311833,0,17,2,3,1
2313,H7710000,1,20,2,1,2
2314,L8418673,1,19,1,2,2
2315,Z9470971,1,24,1,1,1
2316,[9143920,1,17,3,2,2
2317,L9142439,1,17,1,3,2
2318,A6712965,0,21,2,2,1
2319,L8570776,1,19,2,3,1
2320,Z7710419,0,25,3,3,2
2321,V6564738,1,19,1,1,1
2322,>9382159,1,17,3,3,1
2323,?8695547,1,20,3,3,2
2324,A8393821,0,17,1,1,2
2325,\9565161,1,23,1,2,1
2326,?9257253,0,22,3,1,1
2327,I8242815,1,19,2,2,1
2328,Q9320822,0,19,3,1,2
2329,A8366615,1,17,1,2,1
2330,>8729302,1,15,3,1,2
2331,?7140183,1,18,1,2,2
2332,V8721236,1,24,2,2,1
2333,P8874147,0,19,3,2,1
2334,Y8339074,0,16,2,2,1
2335,N8257239,1,25,1,3,2
2336,>8476684,1,18,3,2,2
2337,_7626547,0,17,1,2,1
2338,F7994163,1,20,1,2,2
2339,<8127398,1,23,1,2,2
2340,L6661198,0,23,3,3,1
2341,E7137185,1,25,3,3,2
2342,O6384613,1,21,1,2,2
2343,_764484,1,19,1,1,1
2344,<7472675,1,22,1,2,1
2345,R6056233,0,20,3,2,2
2346,I6346609,0,24,3,1,2
2347,X7223020,0,19,3,3,1
2348,E8544622,1,15,2,2,2
2349,T8752061,1,19,3,1,2
2350,B7951276,0,18,2,2,2
2351,W8146520,1,22,2,3,1
2352,J9112586,1,25,3,3,1
2353,A941023,1,15,3,1,1
2354,L6167650,1,16,2,1,1
2355,N7076434,0,19,3,3,1
2356,R7496022,1,16,1,2,1
2357,V7385114,1,16,2,2,1
2358,_7469011,1,15,3,1,1
2359,K6554676,0,23,1,3,1
2360,L6836584,1,24,2,2,2
2361,[8031766,0,16,1,1,2
2362,F9119299,1,15,1,2,2
2363,I8323559,1,25,3,2,2
2364,F639711,1,17,2,3,1
2365,W7781679,1,16,1,3,2
2366,M6889381,1,16,3,3,1
2367,[6411613,0,20,3,3,1
2368,D605575,1,21,3,3,2
2369,^7953644,0,17,3,1,2
2370,L6515003,1,20,1,1,1
2371,A8288220,0,20,1,2,1
2372,O8242016,0,15,2,3,2
2373,V6967137,0,18,2,1,1
2374,T6312325,0,25,3,2,2
2375,O8678362,0,22,2,2,2
2376,K8844021,1,23,1,3,1
2377,D8410773,0,17,2,2,2
2378,B9426912,0,16,1,1,1
2379,A8446372,0,23,2,3,1
2380,Z9587742,1,16,2,1,1
2381,T8282098,0,17,1,2,2
2382,K8487373,0,19,2,2,2
2383,_8651307,0,16,1,1,2
2384,I8770901,1,25,3,2,1
2385,V8893422,0,16,2,2,1
2386,A9387412,0,25,2,3,2
2387,[8337187,1,25,2,1,2
2388,I8228358,0,25,1,2,1
2389,@6820014,1,15,2,3,1
2390,@8612387,0,22,1,1,2
2391,Q7056877,0,22,2,1,2
2392,J6769814,1,15,3,3,1
2393,T6379478,0,21,1,2,1
2394,E7869915,0,22,2,3,2
2395,A8636108,1,18,1,2,2
2396,Z9168303,1,18,2,3,2
2397,G7759876,0,20,3,1,1
2398,]8672970,1,17,3,3,1
2399,M7660984,1,24,3,1,1
2400,M6376972,1,18,1,1,1
2401,<6263760,1,15,2,3,2
2402,]8256884,0,20,2,1,2
2403,F8724945,1,21,1,1,1
2404,W72717,1,24,3,2,1
2405,H7714035,1,15,1,1,2
2406,P8098249,0,19,1,3,1
2407,P7590910,1,19,2,3,1
2408,^9289608,0,17,2,3,1
2409,Q6358562,1,24,3,3,1
2410,^8130343,1,23,1,1,2
2411,S8821951,1,21,2,1,2
2412,V9065167,1,25,3,1,1
2413,X7232086,0,15,3,3,2
2414,^8725720,1,22,3,1,2
2415,O7095325,1,25,3,1,1
2416,Q7922423,0,22,3,1,1
2417,M8869682,0,18,1,2,1
2418,V6842706,0,25,2,1,1
2419,N8558903,0,24,2,1,1
2420,W8490901,1,15,1,3,2
2421,Z8131768,0,25,2,3,2
2422,X9298625,1,19,2,3,1
2423,Z9091418,0,16,2,2,1
2424,G6664441,0,17,3,3,1
2425,P8479357,0,20,1,3,2
2426,_9352707,1,19,3,1,2
2427,F9317400,1,21,3,1,2
2428,M6437763,0,19,3,2,2
2429,W7448088,1,23,2,3,2
2430,K8442991,1,17,2,1,2
2431,Y7274236,0,15,3,1,1
2432,X6415427,0,15,2,1,2
2433,N7591815,1,17,3,2,2
2434,[9234824,0,17,2,3,1
2435,G7160722,0,21,2,2,1
2436,\7576860,0,16,1,2,1
2437,Y8720473,0,18,3,3,1
2438,M6092949,0,25,2,2,2
2439,<6287489,0,24,1,3,1
2440,C892211,1,21,3,2,1
2441,R6722519,1,21,1,1,2
2442,B7796443,1,23,2,3,1
2443,^6025023,0,23,1,2,1
2444,V6476337,0,16,3,2,2
2445,X9060289,1,24,1,3,2
2446,P7164614,1,20,1,2,2
2447,A7280763,1,19,2,1,2
2448,[705212,0,17,1,1,1
2449,V7736360,0,24,2,1,1
2450,A9562273,0,19,1,2,1
2451,S7054673,0,19,3,2,1
2452,=8080920,1,21,2,3,1
2453,D9268215,1,19,1,2,1
2454,Y8396404,0,15,2,1,2
2455,[732324,0,25,1,1,2
2456,]9246053,0,18,2,2,1
2457,A8566918,0,16,2,1,2
2458,?618542,0,21,1,3,1
2459,_7796231,1,21,1,3,1
2460,B912248,0,20,3,1,2
2461,Q9393426,1,22,2,1,2
2462,<695312,1,23,2,2,2
2463,?872248,1,16,1,1,2
2464,@8415024,0,25,1,2,2
2465,M6871108,1,22,3,3,1
2466,K8957615,0,19,1,2,2
2467,G8086349,1,20,3,2,1
2468,K7458662,1,24,3,3,2
2469,D7254338,0,22,3,3,1
2470,M6127872,1,23,1,3,2
2471,X6046171,1,16,2,2,2
2472,?7440208,1,22,3,1,1
2473,R911082,1,19,1,1,1
2474,M6166413,0,16,2,1,2
2475,C6596427,1,25,1,3,1
2476,?9531661,1,20,2,2,2
2477,R6763030,0,17,1,2,2
2478,G8545179,0,25,1,3,2
2479,Q6263164,1,16,3,3,1
2480,@7027403,0,17,1,1,2
2481,K8398639,0,23,3,1,2
2482,<7366738,0,20,2,1,2
2483,N8321563,0,17,2,3,2
2484,J7126527,1,19,1,1,2
2485,S8023029,0,17,2,3,2
2486,E8610751,0,22,2,1,1
2487,I8077876,1,16,3,2,1
2488,?6121903,1,23,3,3,1
2489,[8644475,0,17,3,3,1
2490,H9242922,0,17,1,1,1
2491,O6424680,1,23,3,1,1
2492,B8655073,1,23,1,1,1
2493,K7792223,0,22,2,2,2
2494,Q7029251,1,22,2,2,2
2495,T911889,0,15,3,1,1
2496,Z6471196,0,24,1,3,2
2497,S8815075,1,20,1,3,2
2498,E7454758,0,15,3,3,2
2499,?8874607,0,24,2,3,2
2500,I7079081,1,25,3,1,2
2501,B7031254,1,20,1,1,1
2502,U9157596,1,19,2,2,1
2503,_8082893,1,24,2,1,1
2504,U6790821,1,17,2,1,1
2505,B8831728,0,19,2,1,1
2506,\9040376,1,25,2,1,1
2507,F8938769,0,19,2,3,2
2508,M6080124,1,20,2,3,1
2509,F6878091,0,24,1,2,2
2510,A7824127,0,21,1,2,2
2511,X6438265,1,18,2,2,2
2512,M9060778,0,15,1,2,2
2513,A795113,0,22,1,2,2
2514,]8157283,1,21,3,2,2
2515,Y9417895,1,22,1,3,2
2516,I8946091,0,22,2,1,2
2517,G9020487,1,18,2,1,1
2518,P6687625,1,24,3,3,1
2519,>6519507,0,20,3,2,1
2520,B865785,1,24,1,3,1
2521,X626794,1,23,2,2,2
2522,F7446474,1,25,1,2,1
2523,X9535751,1,25,2,1,1
2524,T6989456,1,18,3,1,2
2525,S7856083,1,19,2,2,2
2526,L7183578,0,24,3,2,2
2527,V6285491,1,17,1,3,1
2528,T6036825,1,15,2,3,1
2529,]9024211,0,20,3,2,2
2530,Y6927678,1,21,3,2,1
2531,J8020067,1,20,3,1,1
2532,?6038171,0,17,2,1,2
2533,A9061893,0,19,3,3,2
2534,A7627350,1,23,1,1,1
2535,A7082207,0,21,2,3,1
2536,L9257128,1,15,3,3,2
2537,K7879169,1,18,1,1,2
2538,_9560405,1,20,3,1,1
2539,_9536802,0,16,1,3,1
2540,H6762855,1,19,1,3,1
2541,]7113797,0,15,1,2,1
2542,_7172306,0,21,1,3,2
2543,[7553505,1,19,2,3,1
2544,S7359387,1,21,2,1,2
2545,A6816355,1,20,3,3,2
2546,A9529698,0,23,1,2,1
2547,I6865582,1,24,1,1,1
2548,G8532833,1,21,3,3,2
2549,?9225923,0,16,3,2,2
2550,T9044276,1,20,1,1,2
2551,R8833587,1,23,3,3,1
2552,\7667885,1,24,2,1,1
2553,E7391627,1,19,3,3,1
2554,@7339818,0,19,3,1,2
2555,I9027683,0,15,3,1,2
2556,U8813828,0,19,2,2,1
2557,>853290,0,25,2,1,1
2558,S9597294,1,16,3,2,2
2559,_7094996,1,20,1,3,2
2560,O853010,0,17,3,3,1
2561,@8818275,0,19,1,2,2
2562,H8226213,1,22,3,1,2
2563,<633765,1,19,1,3,1
2564,T6049412,1,15,3,1,1
2565,=6124956,0,19,3,3,1
2566,L7864516,0,21,2,2,2
2567,@8852290,1,16,1,1,1
2568,G8470259,1,25,2,3,1
2569,O9048524,1,24,3,1,1
2570,K7718331,0,22,2,3,1
2571,W884074,1,21,2,2,1
2572,H7990579,0,22,1,1,2
2573,G672470,1,15,3,3,2
2574,Y8698209,1,18,2,2,2
2575,U6444809,1,24,2,1,2
2576,T863165,0,22,2,1,1
2577,L74251,1,24,1,2,2
2578,H7813308,1,22,3,2,1
2579,Z7277450,0,17,3,1,1
2580,D8563694,0,18,2,1,1
2581,X9480548,0,15,3,2,2
2582,X6722883,1,22,3,2,2
2583,]7350075,1,15,1,1,2
2584,D7310015,1,25,2,2,1
2585,B8655920,1,20,1,3,2
2586,=8443918,0,18,1,2,2
2587,K7771937,0,15,3,1,2
2588,F7992015,1,19,2,3,2
2589,_8875010,0,16,2,2,2
2590,_8545387,0,23,3,1,2
2591,^81777,0,21,1,1,1
2592,=775518,0,19,2,1,1
2593,Y8492862,0,25,3,1,2
2594,N6350175,1,17,2,2,1
2595,G6283066,1,17,1,1,1
2596,@6311916,0,19,1,3,2
2597,]8864237,0,15,1,3,1
2598,A6296196,0,19,2,3,1
2599,X755437,0,20,2,2,2
2600,P6327253,1,17,1,1,1
2601,O7323264,1,24,3,2,1
2602,^7488029,0,15,2,2,2
2603,C8253451,0,22,3,3,1
2604,A8047144,1,23,1,1,1
