userid,gender,age,consumption level,shopping level, occupation level,ad1,ad2,ad3,ad4,ad5,CTR VALUE
1378,1,24,3,1,1,1,0,0,0,0,1
1379,0,17,2,2,1,1,0,0,1,0,2
1380,0,16,1,2,1,0,0,0,1,0,1
1381,0,25,2,3,2,0,0,1,0,1,2
1382,1,17,2,3,1,1,0,0,0,1,2
1383,1,16,2,3,2,1,0,1,1,0,3
1384,0,24,3,3,1,0,1,0,0,0,1
1385,0,17,2,2,2,0,1,0,1,1,3
1386,1,24,1,3,2,0,1,0,1,0,2
1387,0,16,1,1,2,0,0,0,1,1,2
1388,0,17,1,2,2,1,0,1,0,0,2
1389,1,17,1,3,1,0,0,1,0,0,1
1390,1,18,2,1,1,0,1,0,1,0,2
1391,1,19,2,3,1,1,0,1,0,0,2
1392,1,24,2,1,1,0,0,0,1,1,2
1393,1,23,2,1,1,1,1,0,1,0,3
1394,1,21,2,2,2,0,1,0,0,0,1
1395,1,17,3,3,2,1,0,0,1,1,3
1396,0,16,2,1,1,1,0,0,1,0,2
1397,0,22,1,2,2,1,0,0,1,1,3
1398,0,15,2,1,2,1,1,1,0,0,3
1399,1,20,2,1,1,0,0,1,1,0,2
1400,1,20,2,1,2,0,1,1,1,0,3
1401,0,25,2,2,1,0,0,1,1,0,2
1402,0,24,1,2,1,1,0,1,0,1,3
1403,0,24,3,2,2,1,0,1,0,0,2
1404,0,24,2,1,2,1,1,0,1,1,4
1405,0,16,1,1,2,1,1,1,0,1,4
1406,0,18,2,2,2,0,0,1,0,0,1
1407,0,25,3,1,1,1,0,0,0,1,2
1408,0,15,1,3,2,1,1,0,0,0,2
1409,0,24,1,2,1,1,0,0,0,1,2
1410,0,25,3,1,1,1,0,1,0,1,3
1411,1,20,3,1,2,1,0,0,1,0,2
1412,1,21,2,2,1,1,0,1,0,0,2
1413,0,15,2,1,2,1,1,0,0,1,3
1414,1,17,3,3,2,1,1,1,1,0,4
1415,0,16,2,3,1,1,0,0,1,1,3
1416,0,20,2,2,2,0,0,1,1,0,2
1417,1,19,2,1,2,1,0,1,1,0,3
1418,0,21,3,2,2,1,1,0,0,0,2
1419,0,21,1,3,1,1,0,1,1,1,4
1420,0,23,2,2,2,0,1,0,0,0,1
1421,1,17,1,2,2,0,1,0,1,0,2
1422,1,23,1,3,2,0,0,1,0,0,1
1423,0,18,2,2,1,0,0,1,1,1,3
1424,0,18,2,1,1,1,0,1,1,0,3
1425,0,23,2,1,2,1,1,1,0,1,4
1426,1,22,3,3,1,0,1,1,0,0,2
1427,1,15,3,1,1,1,0,0,1,1,3
1428,1,25,2,3,2,0,0,1,0,0,1
1429,0,19,3,2,1,1,0,0,0,1,2
1430,1,23,2,2,1,0,1,1,1,1,4
1431,1,21,2,3,2,1,1,0,0,0,2
1432,0,23,1,2,2,1,0,1,1,0,3
1433,1,21,1,2,1,0,1,1,1,0,3
1434,1,17,3,1,2,0,0,0,0,0,0
1435,0,23,1,1,2,1,0,1,1,0,3
1436,0,17,3,2,2,0,0,0,0,1,1
1437,0,19,2,3,2,1,1,0,0,0,2
1438,1,23,1,3,2,0,0,0,1,0,1
1439,0,15,1,1,2,0,1,1,1,0,3
1440,0,21,2,3,1,1,0,0,0,0,1
1441,1,16,2,3,1,0,1,1,0,1,3
1442,0,18,2,2,2,0,1,0,0,1,2
1443,1,21,3,2,2,0,1,0,1,1,3
1444,0,15,1,1,1,0,0,1,0,1,2
1445,0,20,1,3,2,1,0,1,1,0,3
1446,1,20,3,3,2,0,0,1,1,1,3
1447,0,21,2,3,2,0,1,0,1,1,3
1448,1,15,3,2,1,1,0,1,1,1,4
1449,1,23,2,3,2,1,1,0,0,1,3
1450,0,16,2,2,1,1,0,0,0,1,2
1451,0,22,2,2,1,0,0,1,1,1,3
1452,0,23,1,2,1,0,0,1,1,1,3
1453,0,21,1,1,1,1,0,0,1,1,3
1454,1,23,3,2,1,0,0,1,1,0,2
1455,0,22,2,1,2,0,1,0,1,0,2
1456,0,24,3,1,1,0,0,1,0,0,1
1457,1,24,1,2,1,1,1,1,0,0,3
1458,0,25,1,3,1,1,0,0,1,0,2
1459,0,18,2,1,2,1,0,0,1,0,2
1460,0,16,3,2,1,1,1,0,0,0,2
1461,1,24,1,2,1,0,1,1,1,1,4
1462,0,21,2,1,2,1,1,1,0,1,4
1463,1,25,3,3,1,0,1,0,1,1,3
1464,0,23,2,1,1,0,0,0,0,0,0
1465,1,19,1,1,2,0,0,1,1,1,3
1466,0,22,2,1,1,0,0,0,1,1,2
1467,0,23,3,3,1,0,1,1,1,0,3
1468,0,19,3,2,1,1,1,0,0,1,3
1469,0,22,2,2,2,1,0,0,1,0,2
1470,0,23,1,2,2,1,0,1,1,0,3
1471,1,24,2,3,2,0,0,1,0,1,2
1472,1,24,1,2,1,1,1,0,0,1,3
1473,1,21,1,2,1,0,0,0,1,1,2
1474,1,23,2,3,1,0,1,1,1,0,3
1475,0,17,3,3,1,1,0,1,1,0,3
1476,0,16,3,2,1,0,1,0,0,1,2
1477,0,21,2,3,2,0,1,1,1,1,4
1478,0,20,1,2,2,0,1,1,1,0,3
1479,1,19,1,3,1,1,1,1,1,1,5
1480,1,16,1,2,1,1,1,0,0,0,2
1481,0,24,3,1,1,1,0,1,0,1,3
1482,1,24,1,2,2,0,0,0,1,0,1
1483,0,21,3,3,1,0,0,1,1,1,3
1484,0,19,1,2,2,1,0,0,1,0,2
1485,0,23,2,1,2,1,0,1,0,1,3
1486,0,15,2,3,2,0,1,0,1,0,2
1487,0,17,3,2,1,1,0,0,1,1,3
1488,0,21,1,1,1,1,1,0,0,1,3
1489,0,20,3,3,2,1,0,0,1,0,2
1490,1,19,1,3,2,0,1,1,0,0,2
1491,0,21,3,3,2,0,0,1,1,1,3
1492,1,17,2,1,1,1,0,0,1,0,2
1493,1,20,2,1,2,1,1,1,0,1,4
1494,1,16,3,3,2,1,1,1,1,0,4
1495,1,21,3,2,1,1,0,0,0,0,1
1496,0,15,1,2,2,1,0,1,1,0,3
1497,0,18,2,3,2,1,1,0,1,1,4
1498,0,25,1,2,2,1,0,0,1,1,3
1499,1,24,2,2,2,1,1,0,0,0,2
1500,0,17,1,1,1,0,1,1,1,1,4
1501,1,18,2,3,1,0,0,1,1,1,3
1502,0,24,2,3,1,0,0,1,0,1,2
1503,1,16,3,2,2,1,1,0,1,0,3
1504,1,24,3,1,2,0,0,0,0,0,0
1505,1,17,1,3,2,1,1,1,0,0,3
1506,0,25,2,3,2,1,0,1,0,0,2
1507,0,17,3,2,2,1,0,0,1,1,3
1508,1,22,1,3,2,1,1,1,1,0,4
1509,0,20,1,2,2,1,0,1,0,0,2
1510,1,16,2,3,2,0,1,1,0,0,2
1511,0,16,3,2,2,1,0,1,1,1,4
1512,1,15,3,3,2,0,0,1,0,1,2
1513,0,22,2,1,2,0,1,0,1,1,3
1514,0,22,3,2,2,0,0,0,1,1,2
1515,0,16,1,1,1,1,0,0,0,1,2
1516,0,25,2,1,1,1,0,0,1,0,2
1517,0,19,1,2,2,1,1,1,1,1,5
1518,1,19,1,3,2,1,1,0,0,1,3
1519,0,15,1,1,2,1,0,0,1,1,3
1520,1,20,1,3,2,1,1,0,1,1,4
1521,1,24,1,2,1,0,1,0,0,0,1
1522,0,25,3,3,2,1,0,0,1,0,2
1523,0,23,1,2,1,1,1,1,1,1,5
1524,1,24,3,3,1,1,0,0,0,1,2
1525,0,20,2,1,1,0,1,1,0,0,2
1526,0,22,3,2,2,0,0,1,0,0,1
1527,0,18,3,3,1,0,0,1,0,1,2
1528,0,22,3,1,2,0,1,1,0,1,3
1529,0,16,3,3,2,0,1,0,0,1,2
1530,0,22,1,3,1,1,1,1,1,1,5
1531,0,15,3,2,2,1,1,0,1,1,4
1532,0,22,2,1,2,0,0,0,0,1,1
1533,0,19,2,3,1,1,0,0,0,1,2
1534,0,21,3,2,1,0,1,1,0,1,3
1535,1,21,2,3,1,1,0,1,0,1,3
1536,1,15,1,2,1,1,0,1,0,0,2
1537,0,17,2,3,2,1,0,0,1,1,3
1538,0,23,2,1,1,1,1,1,0,0,3
1539,1,18,3,3,2,0,0,0,0,0,0
1540,0,22,2,3,2,0,1,1,0,1,3
1541,1,15,1,2,2,1,1,1,1,1,5
1542,1,25,2,1,2,0,0,0,0,1,1
1543,1,20,3,2,2,1,1,1,0,1,4
1544,1,19,1,2,1,0,0,0,0,0,0
1545,1,21,2,1,2,1,0,0,1,1,3
1546,0,17,1,2,2,0,0,0,0,0,0
1547,0,15,3,3,1,0,1,0,0,0,1
1548,1,24,1,2,2,0,1,1,1,1,4
1549,1,25,1,1,1,0,1,0,0,1,2
1550,1,21,1,1,1,1,1,0,1,1,4
1551,1,15,3,1,1,0,1,1,0,1,3
1552,1,16,3,3,2,0,0,1,1,0,2
1553,0,22,2,1,2,0,0,1,1,0,2
1554,1,21,1,2,1,0,1,0,1,1,3
1555,0,25,2,2,1,0,0,1,1,1,3
1556,0,15,3,2,2,0,1,1,0,0,2
1557,0,16,1,3,2,0,1,0,0,0,1
1558,1,22,1,1,1,0,0,0,1,0,1
1559,0,21,1,2,1,1,0,0,1,0,2
1560,0,22,3,2,2,1,0,0,0,1,2
1561,0,23,3,3,1,0,1,0,0,0,1
1562,1,25,3,3,2,1,1,0,1,0,3
1563,0,18,3,1,1,0,0,0,0,0,0
1564,1,23,1,1,1,0,0,0,0,1,1
1565,0,22,2,1,2,0,0,1,1,1,3
1566,0,25,3,2,2,0,1,0,1,1,3
1567,0,22,2,1,1,0,0,1,0,0,1
1568,0,23,2,1,2,0,1,0,0,1,2
1569,1,21,1,2,2,1,1,0,1,0,3
1570,0,22,2,3,1,0,1,1,1,1,4
1571,0,18,2,1,1,0,0,0,0,0,0
1572,0,22,2,2,1,0,0,1,1,0,2
1573,0,25,1,3,1,0,1,1,0,0,2
1574,1,25,3,2,1,0,0,1,0,0,1
1575,0,23,2,3,1,0,0,0,0,1,1
1576,1,21,1,3,1,1,0,1,1,1,4
1577,1,19,2,2,2,0,0,0,0,1,1
1578,1,22,3,2,1,0,0,0,0,0,0
1579,1,23,2,1,1,1,1,1,1,0,4
1580,1,20,2,3,2,0,0,1,1,0,2
1581,1,16,2,2,2,1,0,1,1,0,3
1582,0,25,1,2,2,1,0,1,1,0,3
1583,0,25,3,2,1,1,1,0,0,0,2
1584,1,21,3,2,1,1,0,1,0,1,3
1585,1,20,1,1,2,1,1,1,0,1,4
1586,0,21,1,1,1,0,0,1,1,0,2
1587,1,20,2,2,1,1,0,0,1,0,2
1588,1,22,3,3,1,1,1,0,0,1,3
1589,1,16,3,2,1,1,0,0,0,1,2
1590,1,18,2,1,1,0,1,1,0,0,2
1591,1,22,3,1,1,0,0,1,0,0,1
1592,1,24,3,1,2,0,1,1,0,1,3
1593,1,19,3,1,1,1,0,1,1,0,3
1594,0,25,1,1,1,0,0,0,0,1,1
1595,0,22,1,3,1,0,1,1,1,1,4
1596,1,16,2,2,1,1,0,1,0,0,2
1597,1,16,2,3,1,1,0,0,0,1,2
1598,0,23,1,2,1,1,1,0,1,1,4
1599,0,25,3,1,1,1,1,1,0,0,3
1600,0,18,1,2,1,0,0,1,1,1,3
1601,0,23,1,1,2,1,0,1,0,1,3
1602,0,25,2,2,1,1,1,0,0,1,3
1603,0,16,1,2,2,0,1,1,0,0,2
1604,0,15,1,3,2,1,0,1,0,1,3
1605,0,15,2,3,2,0,0,0,1,1,2
1606,0,16,3,1,2,1,1,1,0,0,3
1607,0,21,3,3,1,1,1,1,0,0,3
1608,1,16,1,1,1,0,0,0,1,1,2
1609,0,25,3,3,1,1,0,1,1,1,4
1610,1,16,3,3,1,1,1,0,1,1,4
1611,0,20,3,2,1,1,0,1,1,0,3
1612,0,15,3,2,1,1,0,1,0,0,2
1613,1,24,1,2,1,0,1,1,1,1,4
1614,0,24,1,1,2,1,1,0,0,0,2
1615,0,15,1,1,2,1,0,0,0,1,2
1616,1,25,1,1,2,1,1,0,0,0,2
1617,0,22,1,1,1,1,0,0,0,1,2
1618,0,19,2,1,2,1,1,1,0,0,3
1619,0,25,2,1,1,0,0,1,0,0,1
1620,1,16,1,2,2,0,0,1,0,1,2
1621,0,19,1,3,2,0,0,0,1,1,2
1622,0,23,2,1,2,0,0,0,0,0,0
1623,0,16,1,3,1,1,1,1,0,0,3
1624,0,21,1,1,1,0,0,0,0,1,1
1625,1,15,3,1,2,0,0,1,1,0,2
1626,1,15,1,3,1,0,0,1,0,1,2
1627,1,16,3,3,2,0,0,0,1,0,1
1628,1,17,2,3,1,1,0,1,0,1,3
1629,1,25,3,2,1,1,0,1,1,0,3
1630,1,24,2,3,2,1,1,0,1,1,4
1631,1,21,3,1,1,0,1,1,0,1,3
1632,0,24,3,2,2,0,0,1,1,1,3
1633,0,18,2,2,1,1,0,0,1,1,3
1634,1,25,1,3,1,1,0,0,1,0,2
1635,0,17,2,3,2,1,0,1,0,0,2
1636,1,15,1,1,2,1,1,1,0,0,3
1637,1,21,1,1,1,1,1,0,0,1,3
1638,0,15,3,3,2,0,0,0,0,1,1
1639,0,24,3,2,2,0,0,0,0,1,1
1640,1,17,3,3,2,1,0,0,1,1,3
1641,1,23,1,2,2,0,1,1,0,0,2
1642,1,15,3,1,1,1,0,1,1,0,3
1643,0,24,1,1,2,0,0,0,0,0,0
1644,1,20,2,2,1,1,0,0,1,0,2
1645,1,22,1,1,2,1,1,0,1,0,3
1646,0,16,3,3,1,0,0,1,1,1,3
1647,1,20,3,2,2,1,1,1,0,0,3
1648,1,19,1,1,2,1,0,0,0,0,1
1649,0,15,3,1,1,1,0,0,1,0,2
1650,0,15,3,2,1,0,1,1,1,1,4
1651,0,24,1,2,2,1,0,1,1,0,3
1652,1,16,1,2,2,0,1,0,1,0,2
1653,1,18,2,3,2,1,1,1,0,0,3
1654,0,17,1,3,2,1,0,0,0,0,1
1655,0,16,1,2,1,0,1,0,0,0,1
1656,0,21,2,3,1,1,0,1,1,1,4
1657,1,22,2,2,2,1,1,1,1,0,4
1658,1,20,3,1,1,0,1,1,1,1,4
1659,1,24,1,2,1,1,1,1,1,1,5
1660,1,17,2,1,2,0,1,0,0,1,2
1661,1,25,2,2,2,0,0,1,1,0,2
1662,1,21,1,1,1,0,1,0,0,0,1
1663,0,19,3,3,2,0,0,1,1,1,3
1664,1,21,2,3,2,0,0,0,0,0,0
1665,1,18,2,3,2,0,0,1,1,1,3
1666,0,17,1,1,1,0,1,1,0,0,2
1667,1,24,3,1,2,0,0,1,0,1,2
1668,0,22,3,1,1,0,0,0,1,0,1
1669,0,18,3,2,1,0,1,0,1,0,2
1670,0,21,1,1,1,1,0,1,1,0,3
1671,1,17,3,1,2,1,0,0,1,1,3
1672,0,24,1,1,1,1,0,0,0,1,2
1673,1,24,1,1,2,1,0,0,0,1,2
1674,0,17,3,1,1,0,1,1,0,1,3
1675,0,23,2,1,2,1,1,0,0,0,2
1676,0,25,2,2,1,0,1,0,0,0,1
1677,1,17,2,1,2,0,1,0,0,0,1
1678,1,18,3,3,2,0,1,0,1,1,3
1679,0,20,2,1,1,0,0,1,0,1,2
1680,0,19,2,3,2,0,0,0,0,0,0
1681,1,19,2,1,2,0,0,0,0,1,1
1682,0,20,3,2,1,0,1,1,1,0,3
1683,0,17,2,2,1,1,1,1,1,1,5
1684,0,24,2,1,2,1,0,0,0,0,1
1685,1,22,3,1,1,0,1,0,0,1,2
1686,1,20,3,2,2,1,1,0,0,0,2
1687,0,22,3,2,2,1,1,1,0,0,3
1688,1,25,1,3,1,0,0,0,0,0,0
1689,0,24,1,1,2,1,0,1,1,1,4
1690,1,16,3,2,1,1,1,0,1,1,4
1691,0,16,2,1,2,1,1,0,1,1,4
1692,0,24,1,1,2,1,1,0,1,0,3
1693,1,20,2,1,1,0,1,1,0,1,3
1694,1,18,3,2,1,1,1,0,1,1,4
1695,0,17,2,1,2,1,1,1,0,0,3
1696,0,18,3,3,1,1,1,0,1,0,3
1697,1,19,1,2,1,1,0,0,0,1,2
1698,1,23,2,1,2,1,1,0,1,0,3
1699,1,19,2,1,1,1,1,0,0,1,3
1700,0,17,3,3,2,0,1,1,0,1,3
1701,1,21,1,2,2,0,1,1,1,1,4
1702,0,18,1,1,2,1,0,0,1,0,2
1703,1,17,2,3,1,0,0,0,0,1,1
1704,0,24,3,2,2,0,0,1,0,0,1
1705,0,18,1,2,2,0,1,0,0,1,2
1706,1,18,1,1,2,0,0,1,0,1,2
1707,0,25,3,2,2,1,0,1,0,1,3
1708,0,21,2,1,1,0,1,1,0,0,2
1709,1,17,3,3,2,0,0,1,1,1,3
1710,0,16,1,2,1,0,0,1,1,0,2
1711,1,16,3,1,1,0,1,0,0,1,2
1712,1,20,3,3,1,0,0,1,0,0,1
1713,0,16,1,1,2,0,1,1,1,0,3
1714,0,25,1,2,1,0,0,0,1,0,1
1715,1,21,1,1,2,0,1,1,1,0,3
1716,0,23,3,2,2,1,0,1,0,0,2
1717,0,17,1,1,1,0,1,0,0,0,1
1718,1,21,1,2,1,0,1,0,0,1,2
1719,0,18,3,1,2,0,1,0,1,1,3
1720,0,21,3,2,1,1,0,1,1,1,4
1721,1,21,2,3,2,1,1,0,0,1,3
1722,0,15,2,1,2,0,0,0,1,1,2
1723,0,18,1,3,1,0,1,0,1,1,3
1724,0,21,2,1,1,1,0,1,1,0,3
1725,1,17,3,2,1,1,1,0,0,1,3
1726,1,19,3,1,2,0,0,1,0,0,1
1727,0,23,3,3,2,1,0,1,0,0,2
1728,1,22,1,2,2,1,0,1,1,1,4
1729,0,15,1,1,2,0,0,0,1,0,1
1730,1,20,3,1,2,0,1,0,0,1,2
1731,0,25,3,3,1,1,1,1,0,1,4
1732,0,16,2,2,2,1,0,0,0,0,1
1733,1,17,1,2,2,1,0,0,1,1,3
1734,0,22,3,2,1,0,0,0,0,1,1
1735,1,17,3,1,1,1,1,0,1,1,4
1736,0,21,2,2,1,0,1,0,1,0,2
1737,0,17,1,1,2,0,0,0,1,1,2
1738,0,24,3,3,1,0,0,1,1,0,2
1739,1,24,2,2,1,1,1,1,1,1,5
1740,1,25,2,2,2,0,1,0,0,0,1
1741,1,19,3,3,1,1,1,1,0,0,3
1742,1,20,3,3,2,1,1,0,1,1,4
1743,0,17,2,3,1,1,1,0,1,1,4
1744,1,22,2,1,2,0,1,1,0,0,2
1745,1,22,3,1,2,1,0,0,0,1,2
1746,1,19,2,2,2,1,1,1,1,1,5
1747,0,18,1,2,1,0,0,1,1,1,3
1748,0,20,2,1,2,0,0,1,1,1,3
1749,1,20,2,2,1,1,0,1,0,0,2
1750,0,25,2,2,1,1,1,1,0,0,3
1751,1,16,2,1,1,0,1,1,1,1,4
1752,1,23,2,3,1,0,0,0,1,0,1
1753,1,16,2,2,1,1,0,0,1,0,2
1754,0,19,2,3,1,0,0,1,0,0,1
1755,0,25,2,3,1,0,0,0,1,0,1
1756,0,16,1,3,2,1,1,1,1,1,5
1757,1,21,2,2,1,0,1,0,0,1,2
1758,0,18,3,2,1,0,0,1,0,0,1
1759,0,16,2,3,1,1,0,0,0,1,2
1760,1,21,2,3,2,1,0,1,1,0,3
1761,0,21,3,3,1,0,0,0,0,0,0
1762,1,20,1,3,1,0,1,0,1,0,2
1763,0,19,2,3,2,0,0,0,1,1,2
1764,1,25,2,3,1,0,1,1,0,0,2
1765,1,20,3,2,2,1,0,0,1,0,2
1766,0,22,1,2,1,0,0,0,1,1,2
1767,1,20,2,1,2,1,1,1,1,0,4
1768,0,19,3,2,1,1,1,0,1,1,4
1769,1,23,1,3,1,1,1,0,1,0,3
1770,0,25,2,1,1,1,1,1,0,0,3
1771,1,20,2,2,1,1,1,0,1,0,3
1772,0,19,1,3,1,0,1,0,0,1,2
1773,0,17,2,2,2,1,1,0,1,1,4
1774,0,23,1,3,2,1,0,0,0,1,2
1775,0,18,2,1,1,1,0,0,0,1,2
1776,0,20,3,3,2,1,0,0,1,0,2
1777,0,23,2,1,2,0,0,1,1,1,3
1778,0,19,1,1,2,0,1,1,1,1,4
1779,1,22,3,2,2,0,1,1,1,1,4
1780,1,21,3,1,1,0,1,1,0,0,2
1781,0,16,1,1,1,1,1,0,0,0,2
1782,0,22,2,2,2,0,1,0,0,0,1
1783,0,21,2,3,2,0,0,1,0,1,2
1784,0,23,3,2,1,0,0,1,0,0,1
1785,1,23,2,3,1,0,0,0,1,1,2
1786,1,18,1,3,1,0,1,1,1,0,3
1787,0,15,3,3,1,1,0,1,0,1,3
1788,1,21,3,3,1,1,1,0,0,1,3
1789,0,16,1,3,2,0,1,1,0,0,2
1790,0,17,3,1,1,0,1,0,1,1,3
1791,1,15,3,2,2,0,1,1,1,0,3
1792,1,23,1,3,2,1,1,0,0,0,2
1793,1,16,3,2,1,0,0,1,1,0,2
1794,0,24,2,3,1,0,1,0,0,1,2
1795,0,24,1,2,1,0,1,0,0,0,1
1796,1,15,3,1,2,1,0,0,1,1,3
1797,1,22,1,3,2,1,0,1,1,1,4
1798,1,22,1,3,1,1,0,0,1,0,2
1799,1,18,1,1,2,0,1,1,0,0,2
1800,0,19,2,2,2,0,0,1,0,1,2
1801,0,16,1,1,1,0,1,0,1,0,2
1802,0,24,1,2,1,0,1,0,1,0,2
1803,0,20,1,3,2,0,1,1,1,0,3
1804,0,21,1,2,2,1,1,1,0,1,4
1805,0,15,2,1,1,1,1,1,1,0,4
1806,1,19,2,1,1,0,1,0,0,0,1
1807,0,17,1,1,1,1,1,0,0,0,2
1808,0,21,3,2,1,0,1,1,1,1,4
1809,1,21,1,3,2,0,1,1,0,1,3
1810,1,18,3,1,2,0,1,1,0,1,3
1811,0,19,3,2,2,0,1,0,1,1,3
1812,0,16,2,1,2,1,0,1,0,0,2
1813,1,17,2,2,1,1,0,1,1,1,4
1814,0,21,1,1,1,1,1,1,1,1,5
1815,1,15,2,3,1,0,1,1,1,1,4
1816,1,15,3,1,1,1,0,0,0,0,1
1817,0,16,2,1,2,1,1,1,0,0,3
1818,0,25,3,1,1,0,0,0,1,0,1
1819,0,16,3,3,1,1,0,1,1,1,4
1820,0,20,3,2,1,1,0,1,0,0,2
1821,1,17,1,3,2,1,1,0,0,1,3
1822,0,24,2,1,1,0,0,1,0,0,1
1823,0,19,1,1,2,1,0,0,0,1,2
1824,1,21,3,1,2,1,0,1,1,0,3
1825,1,18,3,2,2,1,1,0,0,1,3
1826,1,15,3,1,2,1,1,0,1,0,3
1827,1,23,2,3,2,0,1,0,1,1,3
1828,1,15,3,1,2,1,0,0,1,1,3
1829,0,19,1,1,1,0,1,0,0,1,2
1830,0,19,1,2,2,1,0,0,1,0,2
1831,0,21,2,1,2,1,1,1,1,0,4
1832,0,19,2,1,1,1,0,0,0,1,2
1833,0,20,1,2,1,1,1,1,1,1,5
1834,1,17,3,2,1,1,1,1,0,1,4
1835,0,16,3,2,1,0,1,0,0,1,2
1836,0,22,1,1,2,1,1,1,1,1,5
1837,0,18,1,3,2,1,0,0,1,1,3
1838,0,19,1,1,1,1,1,0,1,0,3
1839,1,25,3,3,1,0,0,0,1,1,2
1840,0,21,1,2,2,1,1,1,1,0,4
1841,0,19,1,1,2,1,1,1,1,1,5
1842,1,18,1,2,2,1,0,0,0,0,1
1843,0,20,2,3,2,1,1,0,1,0,3
1844,0,17,3,1,2,0,1,1,0,1,3
1845,0,24,3,2,1,0,1,0,0,1,2
1846,0,20,2,2,2,1,1,1,1,0,4
1847,1,22,2,1,1,0,1,0,0,1,2
1848,0,23,3,1,1,1,1,0,0,1,3
1849,1,25,2,1,1,1,1,0,0,1,3
1850,1,18,2,1,1,1,1,0,1,0,3
1851,1,15,2,3,2,1,0,0,1,1,3
1852,1,15,2,1,1,1,1,1,0,0,3
1853,0,17,3,1,1,1,1,0,0,0,2
1854,0,21,1,3,1,0,0,0,0,0,0
1855,0,19,3,3,2,1,1,0,1,1,4
1856,0,19,3,3,2,1,1,0,0,0,2
1857,1,20,2,2,1,0,0,0,0,1,1
1858,1,24,3,2,2,0,1,0,0,0,1
1859,1,25,2,3,1,0,1,1,0,1,3
1860,0,18,2,1,2,0,0,0,1,0,1
1861,0,18,3,3,1,1,0,1,1,1,4
1862,0,21,1,3,1,1,1,0,0,0,2
1863,0,19,3,3,1,0,1,0,0,1,2
1864,1,19,3,2,2,1,1,0,1,0,3
1865,1,22,2,3,1,0,0,1,1,0,2
1866,0,15,1,3,1,1,0,1,1,1,4
1867,1,21,1,1,2,0,0,1,0,1,2
1868,0,18,1,1,1,0,0,0,1,1,2
1869,1,18,1,2,1,0,0,1,0,0,1
1870,1,22,2,1,1,1,0,0,0,1,2
1871,0,21,3,2,1,1,0,0,0,1,2
1872,1,23,1,3,2,1,1,0,0,1,3
1873,1,15,1,3,2,1,0,0,1,0,2
1874,0,20,3,1,1,0,0,0,0,1,1
1875,0,20,1,3,2,0,0,1,0,1,2
1876,1,24,1,3,2,1,1,0,0,1,3
1877,1,17,1,1,2,0,1,1,0,1,3
1878,1,15,2,1,1,0,1,1,0,0,2
1879,0,22,3,3,1,1,0,0,1,0,2
1880,0,24,3,2,2,1,0,0,0,0,1
1881,0,16,3,2,1,0,0,0,0,1,1
1882,1,24,1,1,2,0,0,0,0,0,0
1883,1,22,2,2,2,1,0,1,1,1,4
1884,0,25,3,1,2,1,1,1,0,0,3
1885,1,18,3,2,2,1,0,0,1,0,2
1886,1,23,1,3,1,1,0,1,0,0,2
1887,1,22,3,1,1,1,1,0,0,1,3
1888,0,21,3,3,1,0,1,0,1,1,3
1889,0,18,1,2,1,0,0,0,1,1,2
1890,1,23,3,3,1,0,1,1,0,1,3
1891,0,24,3,2,2,1,1,0,1,0,3
1892,1,25,1,3,1,1,0,0,1,0,2
1893,1,19,1,3,1,0,0,0,1,0,1
1894,0,20,1,2,1,0,0,0,0,1,1
1895,0,18,3,1,2,1,1,1,1,1,5
1896,1,15,2,3,1,0,1,1,0,0,2
1897,0,23,2,3,2,0,1,1,1,1,4
1898,0,22,3,1,1,0,0,1,0,0,1
1899,0,25,1,2,1,0,1,0,1,0,2
1900,1,25,2,1,2,0,1,0,1,1,3
1901,1,16,3,1,2,0,0,0,0,1,1
1902,0,17,3,2,2,1,1,0,0,0,2
1903,0,24,2,1,2,1,0,1,1,0,3
1904,1,15,3,1,2,1,0,0,0,1,2
1905,1,19,2,3,1,0,0,0,1,1,2
1906,0,18,2,2,2,1,1,0,1,0,3
1907,1,17,2,2,2,1,1,0,0,1,3
1908,1,23,3,3,1,0,1,1,0,1,3
1909,0,24,3,3,1,0,0,0,1,0,1
1910,1,23,1,1,1,1,0,1,1,1,4
1911,1,25,1,3,2,1,0,0,0,1,2
1912,0,19,1,3,2,0,1,0,1,0,2
1913,0,20,2,1,2,1,1,0,0,0,2
1914,0,16,3,3,2,0,0,0,1,0,1
1915,0,20,2,2,2,1,0,1,0,0,2
1916,1,19,1,1,2,0,0,1,0,0,1
1917,1,21,1,2,2,0,1,0,0,0,1
1918,0,23,1,1,1,0,1,1,0,1,3
1919,0,25,2,3,1,0,0,0,0,0,0
1920,0,20,3,3,1,1,1,1,1,1,5
1921,0,15,1,1,1,1,0,1,1,0,3
1922,1,20,1,2,1,0,1,1,1,1,4
1923,1,17,3,3,2,0,1,1,0,1,3
1924,0,20,2,3,2,0,0,0,0,1,1
1925,1,16,3,3,2,0,1,1,1,1,4
1926,1,21,3,1,2,0,0,0,0,1,1
1927,1,17,1,2,1,0,1,1,0,1,3
1928,0,24,1,1,1,0,0,0,1,1,2
1929,1,16,1,1,1,0,0,1,0,0,1
1930,1,16,3,1,1,1,0,0,1,0,2
1931,0,23,2,3,1,1,1,1,1,0,4
1932,0,15,2,2,2,0,0,1,1,0,2
1933,0,19,1,3,2,1,1,1,0,0,3
1934,0,18,2,2,2,0,1,0,1,1,3
